path,DR_level
MNIST_dataset/00284.png,5
MNIST_dataset/00285.png,9
MNIST_dataset/00286.png,6
MNIST_dataset/00287.png,5
MNIST_dataset/00288.png,7
MNIST_dataset/00289.png,4
MNIST_dataset/00290.png,1
MNIST_dataset/00291.png,3
MNIST_dataset/00292.png,4
MNIST_dataset/00293.png,0
MNIST_dataset/00294.png,4
MNIST_dataset/00295.png,8
MNIST_dataset/00296.png,0
MNIST_dataset/00297.png,4
MNIST_dataset/00298.png,3
MNIST_dataset/00299.png,6
MNIST_dataset/00300.png,8
MNIST_dataset/00301.png,7
MNIST_dataset/00302.png,6
MNIST_dataset/00303.png,0
MNIST_dataset/00304.png,9
MNIST_dataset/00305.png,7
MNIST_dataset/00306.png,5
MNIST_dataset/00307.png,7
MNIST_dataset/00308.png,2
MNIST_dataset/00309.png,1
MNIST_dataset/00310.png,1
MNIST_dataset/00311.png,6
MNIST_dataset/00312.png,8
MNIST_dataset/00313.png,9
MNIST_dataset/00314.png,4
MNIST_dataset/00315.png,1
MNIST_dataset/00316.png,5
MNIST_dataset/00317.png,2
MNIST_dataset/00318.png,2
MNIST_dataset/00319.png,9
MNIST_dataset/00320.png,0
MNIST_dataset/00321.png,3
MNIST_dataset/00322.png,9
MNIST_dataset/00323.png,6
MNIST_dataset/00324.png,7
MNIST_dataset/00325.png,2
MNIST_dataset/00326.png,0
MNIST_dataset/00327.png,3
MNIST_dataset/00328.png,5
MNIST_dataset/00329.png,4
MNIST_dataset/00330.png,3
MNIST_dataset/00331.png,6
MNIST_dataset/00332.png,5
MNIST_dataset/00333.png,8
MNIST_dataset/00334.png,9
MNIST_dataset/00335.png,5
MNIST_dataset/00336.png,4
MNIST_dataset/00337.png,7
MNIST_dataset/00338.png,4
MNIST_dataset/00339.png,2
MNIST_dataset/00340.png,7
MNIST_dataset/00341.png,3
MNIST_dataset/00342.png,4
MNIST_dataset/00343.png,8
MNIST_dataset/00344.png,9
MNIST_dataset/00345.png,1
MNIST_dataset/00346.png,9
MNIST_dataset/00347.png,2
MNIST_dataset/00348.png,8
MNIST_dataset/00349.png,7
MNIST_dataset/00350.png,9
MNIST_dataset/00351.png,1
MNIST_dataset/00352.png,8
MNIST_dataset/00353.png,7
MNIST_dataset/00354.png,4
MNIST_dataset/00355.png,1
MNIST_dataset/00356.png,3
MNIST_dataset/00357.png,1
MNIST_dataset/00358.png,1
MNIST_dataset/00359.png,0
MNIST_dataset/00360.png,2
MNIST_dataset/00361.png,3
MNIST_dataset/00362.png,9
MNIST_dataset/00363.png,4
MNIST_dataset/00364.png,9
MNIST_dataset/00365.png,2
MNIST_dataset/00366.png,1
MNIST_dataset/00367.png,6
MNIST_dataset/00368.png,8
MNIST_dataset/00369.png,4
MNIST_dataset/00370.png,7
MNIST_dataset/00371.png,7
MNIST_dataset/00372.png,4
MNIST_dataset/00373.png,4
MNIST_dataset/00374.png,9
MNIST_dataset/00375.png,2
MNIST_dataset/00376.png,5
MNIST_dataset/00377.png,7
MNIST_dataset/00378.png,2
MNIST_dataset/00379.png,4
MNIST_dataset/00380.png,4
MNIST_dataset/00381.png,2
MNIST_dataset/00382.png,1
MNIST_dataset/00383.png,9
MNIST_dataset/00384.png,7
MNIST_dataset/00385.png,2
MNIST_dataset/00386.png,8
MNIST_dataset/00387.png,7
MNIST_dataset/00388.png,6
MNIST_dataset/00389.png,9
MNIST_dataset/00390.png,2
MNIST_dataset/00391.png,2
MNIST_dataset/00392.png,3
MNIST_dataset/00393.png,8
MNIST_dataset/00394.png,1
MNIST_dataset/00395.png,6
MNIST_dataset/00396.png,5
MNIST_dataset/00397.png,1
MNIST_dataset/00398.png,1
MNIST_dataset/00399.png,0
MNIST_dataset/00400.png,2
MNIST_dataset/00401.png,6
MNIST_dataset/00402.png,4
MNIST_dataset/00403.png,5
MNIST_dataset/00404.png,8
MNIST_dataset/00405.png,3
MNIST_dataset/00406.png,1
MNIST_dataset/00407.png,5
MNIST_dataset/00408.png,1
MNIST_dataset/00409.png,9
MNIST_dataset/00410.png,2
MNIST_dataset/00411.png,7
MNIST_dataset/00412.png,4
MNIST_dataset/00413.png,4
MNIST_dataset/00414.png,4
MNIST_dataset/00415.png,8
MNIST_dataset/00416.png,1
MNIST_dataset/00417.png,5
MNIST_dataset/00418.png,8
MNIST_dataset/00419.png,9
MNIST_dataset/00420.png,5
MNIST_dataset/00421.png,6
MNIST_dataset/00422.png,7
MNIST_dataset/00423.png,9
MNIST_dataset/00424.png,9
MNIST_dataset/00425.png,3
MNIST_dataset/00426.png,7
MNIST_dataset/00427.png,0
MNIST_dataset/00428.png,9
MNIST_dataset/00429.png,0
MNIST_dataset/00430.png,6
MNIST_dataset/00431.png,6
MNIST_dataset/00432.png,2
MNIST_dataset/00433.png,3
MNIST_dataset/00434.png,9
MNIST_dataset/00435.png,0
MNIST_dataset/00436.png,7
MNIST_dataset/00437.png,5
MNIST_dataset/00438.png,4
MNIST_dataset/00439.png,8
MNIST_dataset/00440.png,0
MNIST_dataset/00441.png,9
MNIST_dataset/00442.png,4
MNIST_dataset/00443.png,1
MNIST_dataset/00444.png,2
MNIST_dataset/00445.png,8
MNIST_dataset/00446.png,7
MNIST_dataset/00447.png,1
MNIST_dataset/00448.png,2
MNIST_dataset/00449.png,6
MNIST_dataset/00450.png,1
MNIST_dataset/00451.png,0
MNIST_dataset/00452.png,3
MNIST_dataset/00453.png,0
MNIST_dataset/00454.png,1
MNIST_dataset/00455.png,1
MNIST_dataset/00456.png,8
MNIST_dataset/00457.png,2
MNIST_dataset/00458.png,0
MNIST_dataset/00459.png,3
MNIST_dataset/00460.png,9
MNIST_dataset/00461.png,4
MNIST_dataset/00462.png,0
MNIST_dataset/00463.png,5
MNIST_dataset/00464.png,0
MNIST_dataset/00465.png,6
MNIST_dataset/00466.png,1
MNIST_dataset/00467.png,7
MNIST_dataset/00468.png,7
MNIST_dataset/00469.png,8
MNIST_dataset/00470.png,1
MNIST_dataset/00471.png,9
MNIST_dataset/00472.png,2
MNIST_dataset/00473.png,0
MNIST_dataset/00474.png,5
MNIST_dataset/00475.png,1
MNIST_dataset/00476.png,2
MNIST_dataset/00477.png,2
MNIST_dataset/00478.png,7
MNIST_dataset/00479.png,3
MNIST_dataset/00480.png,5
MNIST_dataset/00481.png,4
MNIST_dataset/00482.png,9
MNIST_dataset/00483.png,7
MNIST_dataset/00484.png,1
MNIST_dataset/00485.png,8
MNIST_dataset/00486.png,3
MNIST_dataset/00487.png,9
MNIST_dataset/00488.png,6
MNIST_dataset/00489.png,0
MNIST_dataset/00490.png,3
MNIST_dataset/00491.png,1
MNIST_dataset/00492.png,1
MNIST_dataset/00493.png,2
MNIST_dataset/00494.png,6
MNIST_dataset/00495.png,3
MNIST_dataset/00496.png,5
MNIST_dataset/00497.png,7
MNIST_dataset/00498.png,6
MNIST_dataset/00499.png,8
MNIST_dataset/00500.png,3
MNIST_dataset/00501.png,9
MNIST_dataset/00502.png,5
MNIST_dataset/00503.png,8
MNIST_dataset/00504.png,5
MNIST_dataset/00505.png,7
MNIST_dataset/00506.png,6
MNIST_dataset/00507.png,1
MNIST_dataset/00508.png,1
MNIST_dataset/00509.png,3
MNIST_dataset/00510.png,1
MNIST_dataset/00511.png,7
MNIST_dataset/00512.png,5
MNIST_dataset/00513.png,5
MNIST_dataset/00514.png,5
MNIST_dataset/00515.png,2
MNIST_dataset/00516.png,5
MNIST_dataset/00517.png,8
MNIST_dataset/00518.png,7
MNIST_dataset/00519.png,0
MNIST_dataset/00520.png,9
MNIST_dataset/00521.png,7
MNIST_dataset/00522.png,7
MNIST_dataset/00523.png,5
MNIST_dataset/00524.png,0
MNIST_dataset/00525.png,9
MNIST_dataset/00526.png,0
MNIST_dataset/00527.png,0
MNIST_dataset/00528.png,8
MNIST_dataset/00529.png,9
MNIST_dataset/00530.png,2
MNIST_dataset/00531.png,4
MNIST_dataset/00532.png,8
MNIST_dataset/00533.png,1
MNIST_dataset/00534.png,6
MNIST_dataset/00535.png,1
MNIST_dataset/00536.png,6
MNIST_dataset/00537.png,5
MNIST_dataset/00538.png,1
MNIST_dataset/00539.png,8
MNIST_dataset/00540.png,3
MNIST_dataset/00541.png,4
MNIST_dataset/00542.png,0
MNIST_dataset/00543.png,5
MNIST_dataset/00544.png,5
MNIST_dataset/00545.png,8
MNIST_dataset/00546.png,3
MNIST_dataset/00547.png,6
MNIST_dataset/00548.png,2
MNIST_dataset/00549.png,3
MNIST_dataset/00550.png,9
MNIST_dataset/00551.png,2
MNIST_dataset/00552.png,1
MNIST_dataset/00553.png,1
MNIST_dataset/00554.png,5
MNIST_dataset/00555.png,2
MNIST_dataset/00556.png,1
MNIST_dataset/00557.png,3
MNIST_dataset/00558.png,2
MNIST_dataset/00559.png,8
MNIST_dataset/00560.png,7
MNIST_dataset/00561.png,3
MNIST_dataset/00562.png,7
MNIST_dataset/00563.png,2
MNIST_dataset/00564.png,4
MNIST_dataset/00565.png,6
MNIST_dataset/00566.png,9
MNIST_dataset/00567.png,7
MNIST_dataset/00568.png,2
MNIST_dataset/00569.png,4
MNIST_dataset/00570.png,2
MNIST_dataset/00571.png,8
MNIST_dataset/00572.png,1
MNIST_dataset/00573.png,1
MNIST_dataset/00574.png,3
MNIST_dataset/00575.png,8
MNIST_dataset/00576.png,4
MNIST_dataset/00577.png,0
MNIST_dataset/00578.png,6
MNIST_dataset/00579.png,5
MNIST_dataset/00580.png,9
MNIST_dataset/00581.png,3
MNIST_dataset/00582.png,0
MNIST_dataset/00583.png,9
MNIST_dataset/00584.png,2
MNIST_dataset/00585.png,4
MNIST_dataset/00586.png,7
MNIST_dataset/00587.png,1
MNIST_dataset/00588.png,2
MNIST_dataset/00589.png,9
MNIST_dataset/00590.png,4
MNIST_dataset/00591.png,2
MNIST_dataset/00592.png,6
MNIST_dataset/00593.png,1
MNIST_dataset/00594.png,8
MNIST_dataset/00595.png,9
MNIST_dataset/00596.png,0
MNIST_dataset/00597.png,6
MNIST_dataset/00598.png,6
MNIST_dataset/00599.png,7
MNIST_dataset/00600.png,9
MNIST_dataset/00601.png,9
MNIST_dataset/00602.png,8
MNIST_dataset/00603.png,0
MNIST_dataset/00604.png,1
MNIST_dataset/00605.png,4
MNIST_dataset/00606.png,4
MNIST_dataset/00607.png,6
MNIST_dataset/00608.png,7
MNIST_dataset/00609.png,1
MNIST_dataset/00610.png,5
MNIST_dataset/00611.png,7
MNIST_dataset/00612.png,0
MNIST_dataset/00613.png,3
MNIST_dataset/00614.png,5
MNIST_dataset/00615.png,8
MNIST_dataset/00616.png,4
MNIST_dataset/00617.png,7
MNIST_dataset/00618.png,1
MNIST_dataset/00619.png,2
MNIST_dataset/00620.png,5
MNIST_dataset/00621.png,9
MNIST_dataset/00622.png,5
MNIST_dataset/00623.png,6
MNIST_dataset/00624.png,7
MNIST_dataset/00625.png,5
MNIST_dataset/00626.png,9
MNIST_dataset/00627.png,8
MNIST_dataset/00628.png,8
MNIST_dataset/00629.png,3
MNIST_dataset/00630.png,6
MNIST_dataset/00631.png,9
MNIST_dataset/00632.png,7
MNIST_dataset/00633.png,0
MNIST_dataset/00634.png,7
MNIST_dataset/00635.png,5
MNIST_dataset/00636.png,7
MNIST_dataset/00637.png,1
MNIST_dataset/00638.png,1
MNIST_dataset/00639.png,0
MNIST_dataset/00640.png,7
MNIST_dataset/00641.png,9
MNIST_dataset/00642.png,2
MNIST_dataset/00643.png,3
MNIST_dataset/00644.png,7
MNIST_dataset/00645.png,3
MNIST_dataset/00646.png,2
MNIST_dataset/00647.png,4
MNIST_dataset/00648.png,1
MNIST_dataset/00649.png,6
MNIST_dataset/00650.png,2
MNIST_dataset/00651.png,7
MNIST_dataset/00652.png,5
MNIST_dataset/00653.png,5
MNIST_dataset/00654.png,7
MNIST_dataset/00655.png,4
MNIST_dataset/00656.png,0
MNIST_dataset/00657.png,2
MNIST_dataset/00658.png,6
MNIST_dataset/00659.png,3
MNIST_dataset/00660.png,6
MNIST_dataset/00661.png,4
MNIST_dataset/00662.png,0
MNIST_dataset/00663.png,4
MNIST_dataset/00664.png,2
MNIST_dataset/00665.png,6
MNIST_dataset/00666.png,0
MNIST_dataset/00667.png,0
MNIST_dataset/00668.png,0
MNIST_dataset/00669.png,0
MNIST_dataset/00670.png,3
MNIST_dataset/00671.png,1
MNIST_dataset/00672.png,6
MNIST_dataset/00673.png,2
MNIST_dataset/00674.png,2
MNIST_dataset/00675.png,3
MNIST_dataset/00676.png,1
MNIST_dataset/00677.png,4
MNIST_dataset/00678.png,1
MNIST_dataset/00679.png,5
MNIST_dataset/00680.png,4
MNIST_dataset/00681.png,6
MNIST_dataset/00682.png,4
MNIST_dataset/00683.png,7
MNIST_dataset/00684.png,2
MNIST_dataset/00685.png,8
MNIST_dataset/00686.png,7
MNIST_dataset/00687.png,9
MNIST_dataset/00688.png,2
MNIST_dataset/00689.png,0
MNIST_dataset/00690.png,5
MNIST_dataset/00691.png,1
MNIST_dataset/00692.png,4
MNIST_dataset/00693.png,2
MNIST_dataset/00694.png,8
MNIST_dataset/00695.png,3
MNIST_dataset/00696.png,2
MNIST_dataset/00697.png,4
MNIST_dataset/00698.png,1
MNIST_dataset/00699.png,5
MNIST_dataset/00700.png,4
MNIST_dataset/00701.png,6
MNIST_dataset/00702.png,0
MNIST_dataset/00703.png,7
MNIST_dataset/00704.png,9
MNIST_dataset/00705.png,8
MNIST_dataset/00706.png,4
MNIST_dataset/00707.png,9
MNIST_dataset/00708.png,8
MNIST_dataset/00709.png,0
MNIST_dataset/00710.png,1
MNIST_dataset/00711.png,1
MNIST_dataset/00712.png,0
MNIST_dataset/00713.png,2
MNIST_dataset/00714.png,2
MNIST_dataset/00715.png,3
MNIST_dataset/00716.png,2
MNIST_dataset/00717.png,4
MNIST_dataset/00718.png,4
MNIST_dataset/00719.png,5
MNIST_dataset/00720.png,8
MNIST_dataset/00721.png,6
MNIST_dataset/00722.png,5
MNIST_dataset/00723.png,7
MNIST_dataset/00724.png,7
MNIST_dataset/00725.png,8
MNIST_dataset/00726.png,8
MNIST_dataset/00727.png,9
MNIST_dataset/00728.png,7
MNIST_dataset/00729.png,4
MNIST_dataset/00730.png,7
MNIST_dataset/00731.png,3
MNIST_dataset/00732.png,2
MNIST_dataset/00733.png,0
MNIST_dataset/00734.png,8
MNIST_dataset/00735.png,6
MNIST_dataset/00736.png,8
MNIST_dataset/00737.png,6
MNIST_dataset/00738.png,1
MNIST_dataset/00739.png,6
MNIST_dataset/00740.png,8
MNIST_dataset/00741.png,9
MNIST_dataset/00742.png,4
MNIST_dataset/00743.png,0
MNIST_dataset/00744.png,9
MNIST_dataset/00745.png,0
MNIST_dataset/00746.png,4
MNIST_dataset/00747.png,1
MNIST_dataset/00748.png,5
MNIST_dataset/00749.png,4
MNIST_dataset/00750.png,7
MNIST_dataset/00751.png,5
MNIST_dataset/00752.png,3
MNIST_dataset/00753.png,7
MNIST_dataset/00754.png,4
MNIST_dataset/00755.png,9
MNIST_dataset/00756.png,8
MNIST_dataset/00757.png,5
MNIST_dataset/00758.png,8
MNIST_dataset/00759.png,6
MNIST_dataset/00760.png,3
MNIST_dataset/00761.png,8
MNIST_dataset/00762.png,6
MNIST_dataset/00763.png,9
MNIST_dataset/00764.png,9
MNIST_dataset/00765.png,1
MNIST_dataset/00766.png,8
MNIST_dataset/00767.png,3
MNIST_dataset/00768.png,5
MNIST_dataset/00769.png,8
MNIST_dataset/00770.png,6
MNIST_dataset/00771.png,5
MNIST_dataset/00772.png,9
MNIST_dataset/00773.png,7
MNIST_dataset/00774.png,2
MNIST_dataset/00775.png,5
MNIST_dataset/00776.png,0
MNIST_dataset/00777.png,8
MNIST_dataset/00778.png,5
MNIST_dataset/00779.png,1
MNIST_dataset/00780.png,1
MNIST_dataset/00781.png,0
MNIST_dataset/00782.png,9
MNIST_dataset/00783.png,1
MNIST_dataset/00784.png,8
MNIST_dataset/00785.png,6
MNIST_dataset/00786.png,7
MNIST_dataset/00787.png,0
MNIST_dataset/00788.png,9
MNIST_dataset/00789.png,3
MNIST_dataset/00790.png,0
MNIST_dataset/00791.png,8
MNIST_dataset/00792.png,8
MNIST_dataset/00793.png,9
MNIST_dataset/00794.png,6
MNIST_dataset/00795.png,7
MNIST_dataset/00796.png,8
MNIST_dataset/00797.png,4
MNIST_dataset/00798.png,7
MNIST_dataset/00799.png,5
MNIST_dataset/00800.png,9
MNIST_dataset/00801.png,2
MNIST_dataset/00802.png,6
MNIST_dataset/00803.png,7
MNIST_dataset/00804.png,4
MNIST_dataset/00805.png,5
MNIST_dataset/00806.png,9
MNIST_dataset/00807.png,2
MNIST_dataset/00808.png,3
MNIST_dataset/00809.png,1
MNIST_dataset/00810.png,6
MNIST_dataset/00811.png,3
MNIST_dataset/00812.png,9
MNIST_dataset/00813.png,2
MNIST_dataset/00814.png,2
MNIST_dataset/00815.png,5
MNIST_dataset/00816.png,6
MNIST_dataset/00817.png,8
MNIST_dataset/00818.png,0
MNIST_dataset/00819.png,7
MNIST_dataset/00820.png,7
MNIST_dataset/00821.png,1
MNIST_dataset/00822.png,9
MNIST_dataset/00823.png,8
MNIST_dataset/00824.png,7
MNIST_dataset/00825.png,0
MNIST_dataset/00826.png,9
MNIST_dataset/00827.png,9
MNIST_dataset/00828.png,4
MNIST_dataset/00829.png,6
MNIST_dataset/00830.png,2
MNIST_dataset/00831.png,8
MNIST_dataset/00832.png,5
MNIST_dataset/00833.png,1
MNIST_dataset/00834.png,4
MNIST_dataset/00835.png,1
MNIST_dataset/00836.png,5
MNIST_dataset/00837.png,5
MNIST_dataset/00838.png,1
MNIST_dataset/00839.png,7
MNIST_dataset/00840.png,3
MNIST_dataset/00841.png,6
MNIST_dataset/00842.png,4
MNIST_dataset/00843.png,3
MNIST_dataset/00844.png,2
MNIST_dataset/00845.png,5
MNIST_dataset/00846.png,6
MNIST_dataset/00847.png,4
MNIST_dataset/00848.png,4
MNIST_dataset/00849.png,0
MNIST_dataset/00850.png,4
MNIST_dataset/00851.png,4
MNIST_dataset/00852.png,6
MNIST_dataset/00853.png,7
MNIST_dataset/00854.png,2
MNIST_dataset/00855.png,4
MNIST_dataset/00856.png,3
MNIST_dataset/00857.png,3
MNIST_dataset/00858.png,8
MNIST_dataset/00859.png,0
MNIST_dataset/00860.png,0
MNIST_dataset/00861.png,3
MNIST_dataset/00862.png,2
MNIST_dataset/00863.png,2
MNIST_dataset/00864.png,9
MNIST_dataset/00865.png,8
MNIST_dataset/00866.png,2
MNIST_dataset/00867.png,3
MNIST_dataset/00868.png,7
MNIST_dataset/00869.png,0
MNIST_dataset/00870.png,1
MNIST_dataset/00871.png,1
MNIST_dataset/00872.png,0
MNIST_dataset/00873.png,2
